date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-04-27,30190,NICE평가정보,10929,18000,18150,18400,17950,500,-2.7,55516,-20199,151,38.41,https://finance.naver.com/item/board.naver?code=030190
2022-04-28,247540,에코프로비엠,103481,451500,453500,457000,444400,1700,0.38,122442,7036,-26798,10.25,https://finance.naver.com/item/board.naver?code=247540
2022-04-28,91990,셀트리온헬스케어,100410,63500,61900,63900,61200,1900,3.08,704463,292395,-39764,15.43,https://finance.naver.com/item/board.naver?code=091990
2022-04-28,66970,엘앤에프,78039,217200,222500,224900,213400,4000,-1.81,499119,-59739,-29428,21.36,https://finance.naver.com/item/board.naver?code=066970
2022-04-28,293490,카카오게임즈,47086,59900,60000,60800,59600,500,0.84,454655,48275,-915,10.13,https://finance.naver.com/item/board.naver?code=293490
2022-04-28,263750,펄어비스,44368,67000,71500,72100,66100,7200,-9.7,4410635,-638495,-82358,10.3,https://finance.naver.com/item/board.naver?code=263750
2022-04-28,68760,셀트리온제약,34447,91500,90200,92200,89400,2100,2.35,87907,10724,0,7.49,https://finance.naver.com/item/board.naver?code=068760
2022-04-28,28300,HLB,31610,29650,30100,30100,29600,50,0.17,379718,35347,-14243,12.51,https://finance.naver.com/item/board.naver?code=028300
2022-04-28,35760,CJ ENM,27850,127000,123300,127500,122400,4100,3.34,74915,29613,-5963,20.6,https://finance.naver.com/item/board.naver?code=035760
2022-04-28,278280,천보,27060,270600,271900,273400,268800,600,0.22,58880,263,-9475,7.33,https://finance.naver.com/item/board.naver?code=278280
2022-04-28,58470,리노공업,26446,173500,178000,178500,172800,3800,-2.14,55252,10832,-29830,46.96,https://finance.naver.com/item/board.naver?code=058470
2022-04-28,112040,위메이드,26019,77500,79200,79400,76400,600,-0.77,297976,32319,2928,5.7,https://finance.naver.com/item/board.naver?code=112040
2022-04-28,253450,스튜디오드래곤,24882,82900,83500,83700,82300,200,-0.24,92286,-13037,7439,10.96,https://finance.naver.com/item/board.naver?code=253450
2022-04-28,196170,알테오젠,23883,56000,56000,57900,55100,100,-0.18,195094,22800,-34184,12.3,https://finance.naver.com/item/board.naver?code=196170
2022-04-28,108320,LX세미콘,21566,132600,136100,139000,130200,2400,-1.78,370556,-52467,56805,33.57,https://finance.naver.com/item/board.naver?code=108320
2022-04-28,35900,JYP Ent.,20908,58900,60500,60700,58000,1400,-2.32,345204,20881,-82142,28.68,https://finance.naver.com/item/board.naver?code=035900
2022-04-28,96530,씨젠,20499,39250,39400,40100,39050,50,-0.13,302178,20332,31298,17.02,https://finance.naver.com/item/board.naver?code=096530
2022-04-28,86520,에코프로,19707,80600,81500,82900,80100,400,-0.49,194286,12628,-27330,7.92,https://finance.naver.com/item/board.naver?code=086520
2022-04-28,240810,원익IPS,19143,39000,39400,39550,38650,150,0.39,210793,30123,-33249,19.29,https://finance.naver.com/item/board.naver?code=240810
2022-04-28,357780,솔브레인,19065,245100,242000,246300,242000,3800,1.57,17800,9256,-1784,27.65,https://finance.naver.com/item/board.naver?code=357780
2022-04-28,5290,동진쎄미켐,18818,36600,38050,38150,35900,1300,-3.43,831803,-61209,-157520,7.92,https://finance.naver.com/item/board.naver?code=005290
2022-04-28,237690,에스티팜,18451,98100,95800,99200,95200,3600,3.81,143136,30335,-5672,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-28,64760,티씨케이,16555,141800,139400,143300,139400,2000,1.43,49747,7244,-629,67.6,https://finance.naver.com/item/board.naver?code=064760
2022-04-28,25900,동화기업,16504,81700,82700,82700,81100,100,-0.12,46760,16075,-13748,42.94,https://finance.naver.com/item/board.naver?code=025900
2022-04-28,41510,에스엠,16264,68400,69100,69400,67600,400,-0.58,183786,18237,-21629,16.8,https://finance.naver.com/item/board.naver?code=041510
2022-04-28,48260,오스템임플란트,16000,112000,121000,131900,109600,9000,-7.44,2926020,-77967,-552742,43.69,https://finance.naver.com/item/board.naver?code=048260
2022-04-28,222800,심텍,15800,49600,51600,52400,49200,1800,-3.5,705327,-89813,-130578,12.71,https://finance.naver.com/item/board.naver?code=222800
2022-04-28,225570,넥슨게임즈,15512,23600,24250,24650,23550,650,-2.68,1034199,-9672,-29217,0.8,https://finance.naver.com/item/board.naver?code=225570
2022-04-28,145020,휴젤,15234,123000,122800,126700,122200,700,0.57,62725,-1681,19189,66.77,https://finance.naver.com/item/board.naver?code=145020
2022-04-28,34230,파라다이스,14915,16400,16300,16400,16150,200,1.23,371645,49999,54608,4.66,https://finance.naver.com/item/board.naver?code=034230
2022-04-28,67160,아프리카TV,14276,124200,124100,127000,123400,300,0.24,85888,1260,-7730,39.54,https://finance.naver.com/item/board.naver?code=067160
2022-04-28,299900,위지윅스튜디오,14102,33000,33300,33950,32400,700,2.17,129942,2107,-26066,6.58,https://finance.naver.com/item/board.naver?code=299900
2022-04-28,56190,에스에프에이,13879,38650,39100,39350,38550,450,-1.15,90137,-613,-10015,14.3,https://finance.naver.com/item/board.naver?code=056190
2022-04-28,39030,이오테크닉스,13749,111600,113600,114400,109900,900,-0.8,58082,5492,1314,16.08,https://finance.naver.com/item/board.naver?code=039030
2022-04-28,214370,케어젠,13611,126700,125500,130000,123000,0,0.0,45184,2350,-5888,2.57,https://finance.naver.com/item/board.naver?code=214370
2022-04-28,214150,클래시스,13312,20550,21000,21000,20150,0,0.0,281510,-42354,-10348,66.7,https://finance.naver.com/item/board.naver?code=214150
2022-04-28,348370,엔켐,13175,86600,87500,88600,86500,400,-0.46,47019,-2289,1773,2.12,https://finance.naver.com/item/board.naver?code=348370
2022-04-28,32500,케이엠더블유,12822,32200,32300,32450,31750,100,0.31,79723,14354,1594,3.58,https://finance.naver.com/item/board.naver?code=032500
2022-04-28,98460,고영,12701,18500,18650,18750,18350,100,-0.54,169451,39000,-59122,62.49,https://finance.naver.com/item/board.naver?code=098460
2022-04-28,78600,대주전자재료,12679,81900,83600,84000,81000,1100,-1.33,93014,2803,-17975,11.13,https://finance.naver.com/item/board.naver?code=078600
2022-04-28,166090,하나머티리얼즈,12602,63800,64900,65400,61800,1000,-1.54,251384,-69891,79197,24.99,https://finance.naver.com/item/board.naver?code=166090
2022-04-28,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-28,78340,컴투스,12159,94500,94700,96900,93100,100,0.11,122174,-7321,11591,10.08,https://finance.naver.com/item/board.naver?code=078340
2022-04-28,3380,하림지주,12153,10850,10800,11100,10600,150,1.4,582373,28520,187785,6.82,https://finance.naver.com/item/board.naver?code=003380
2022-04-28,195940,HK이노엔,11663,40350,39900,40400,39750,600,1.51,77008,1761,4403,2.55,https://finance.naver.com/item/board.naver?code=195940
2022-04-28,298380,에이비엘바이오,11475,24100,24950,25000,23700,450,-1.83,280420,28744,-22872,3.34,https://finance.naver.com/item/board.naver?code=298380
2022-04-28,48410,현대바이오,11383,28950,29350,29400,28500,650,-2.2,529927,32742,-14987,3.69,https://finance.naver.com/item/board.naver?code=048410
2022-04-28,215200,메가스터디교육,11245,94800,95000,96200,94300,200,-0.21,29172,6289,-3839,31.25,https://finance.naver.com/item/board.naver?code=215200
2022-04-28,30190,NICE평가정보,11172,18400,18150,18450,18050,400,2.22,70121,19,25161,38.39,https://finance.naver.com/item/board.naver?code=030190
2022-04-28,137400,피엔티,11086,48750,48900,50300,48500,0,0.0,133056,26523,-13876,8.08,https://finance.naver.com/item/board.naver?code=137400
2022-04-28,376300,디어유,10791,49100,50300,50900,48300,1100,-2.19,76964,-4309,-7591,1.76,https://finance.naver.com/item/board.naver?code=376300
2022-04-29,247540,에코프로비엠,109188,476400,454000,479800,447500,24900,5.51,281839,37005,13278,10.15,https://finance.naver.com/item/board.naver?code=247540
2022-04-29,91990,셀트리온헬스케어,101517,64200,63000,64300,62400,700,1.1,489373,170568,-35166,15.34,https://finance.naver.com/item/board.naver?code=091990
2022-04-29,66970,엘앤에프,78794,219300,217200,221100,215000,2100,0.97,469265,-45616,-10729,21.28,https://finance.naver.com/item/board.naver?code=066970
2022-04-29,293490,카카오게임즈,47557,60500,60200,60700,59000,600,1.0,679521,76927,-113179,10.16,https://finance.naver.com/item/board.naver?code=293490
2022-04-29,263750,펄어비스,45163,68200,66800,69700,66100,1200,1.79,2572437,-140685,226916,10.25,https://finance.naver.com/item/board.naver?code=263750
2022-04-29,68760,셀트리온제약,34786,92400,90100,92600,89000,900,0.98,86417,18827,6574,7.43,https://finance.naver.com/item/board.naver?code=068760
2022-04-29,28300,HLB,33156,31100,29650,31100,29500,1450,4.89,591697,96531,94251,12.45,https://finance.naver.com/item/board.naver?code=028300
2022-04-29,35760,CJ ENM,28025,127800,127000,128400,125700,800,0.63,59050,16359,-5064,20.57,https://finance.naver.com/item/board.naver?code=035760
2022-04-29,278280,천보,27950,279500,272800,281500,271000,8900,3.29,106677,3937,2479,7.31,https://finance.naver.com/item/board.naver?code=278280
2022-04-29,58470,리노공업,26994,177100,174000,177100,172700,3600,2.07,44999,10160,-12779,46.77,https://finance.naver.com/item/board.naver?code=058470
2022-04-29,112040,위메이드,26053,77600,77900,78700,75600,100,0.13,435841,16051,-10253,5.71,https://finance.naver.com/item/board.naver?code=112040
2022-04-29,253450,스튜디오드래곤,25032,83400,83000,83500,82500,500,0.6,88140,-195,-1374,11.04,https://finance.naver.com/item/board.naver?code=253450
2022-04-29,196170,알테오젠,24693,57900,55700,58500,55700,1900,3.39,245389,50617,36297,12.22,https://finance.naver.com/item/board.naver?code=196170
2022-04-29,108320,LX세미콘,21632,133000,133700,134100,130700,400,0.3,159130,-14836,19192,33.88,https://finance.naver.com/item/board.naver?code=108320
2022-04-29,96530,씨젠,21178,40550,39500,41050,39400,1300,3.31,331003,5681,98785,17.08,https://finance.naver.com/item/board.naver?code=096530
2022-04-29,35900,JYP Ent.,21086,59400,59100,60300,58900,500,0.85,252693,45757,-13022,28.45,https://finance.naver.com/item/board.naver?code=035900
2022-04-29,86520,에코프로,21028,86000,81100,86400,80600,5400,6.7,388222,42244,-16237,7.81,https://finance.naver.com/item/board.naver?code=086520
2022-04-29,240810,원익IPS,19683,40100,39600,40200,39050,1100,2.82,344559,56768,-8211,19.22,https://finance.naver.com/item/board.naver?code=240810
2022-04-29,5290,동진쎄미켐,19589,38100,36950,38450,36700,1500,4.1,708873,84655,56957,7.63,https://finance.naver.com/item/board.naver?code=005290
2022-04-29,357780,솔브레인,19135,246000,246600,247500,244000,900,0.37,15524,4553,-3188,27.62,https://finance.naver.com/item/board.naver?code=357780
2022-04-29,237690,에스티팜,18451,98100,98800,99000,96500,0,0.0,83048,21453,-1857,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-29,25900,동화기업,16666,82500,82300,83300,81100,800,0.98,72602,18374,3138,42.87,https://finance.naver.com/item/board.naver?code=025900
2022-04-29,64760,티씨케이,16555,141800,141800,142600,138500,0,0.0,54883,12281,-2838,67.62,https://finance.naver.com/item/board.naver?code=064760
2022-04-29,41510,에스엠,16216,68200,68500,69600,67800,200,-0.29,240123,4037,-30492,16.71,https://finance.naver.com/item/board.naver?code=041510
2022-04-29,48260,오스템임플란트,16071,112500,109900,116400,106400,500,0.45,1406549,243847,-588334,39.6,https://finance.naver.com/item/board.naver?code=048260
2022-04-29,222800,심텍,15847,49750,50100,50500,49400,150,0.3,547070,-93958,-31090,12.3,https://finance.naver.com/item/board.naver?code=222800
2022-04-29,225570,넥슨게임즈,15676,23850,23350,24150,23250,250,1.06,747040,59335,44344,0.76,https://finance.naver.com/item/board.naver?code=225570
2022-04-29,145020,휴젤,15531,125400,122700,125600,121900,2400,1.95,48718,16771,836,66.92,https://finance.naver.com/item/board.naver?code=145020
2022-04-29,34230,파라다이스,15142,16650,16450,16850,16400,250,1.52,498404,31011,68822,4.73,https://finance.naver.com/item/board.naver?code=034230
2022-04-29,56190,에스에프에이,14310,39850,38750,39850,38700,1200,3.1,79597,17415,1142,14.27,https://finance.naver.com/item/board.naver?code=056190
2022-04-29,299900,위지윅스튜디오,14251,33350,33350,33700,33000,350,1.06,88089,-689,-3248,6.51,https://finance.naver.com/item/board.naver?code=299900
2022-04-29,214370,케어젠,13966,130000,130600,133000,126100,3300,2.6,63844,8020,-3494,2.51,https://finance.naver.com/item/board.naver?code=214370
2022-04-29,39030,이오테크닉스,13786,111900,112400,112900,110100,300,0.27,65779,-7430,8092,16.08,https://finance.naver.com/item/board.naver?code=039030
2022-04-29,214150,클래시스,13441,20750,20850,21350,20500,200,0.97,475097,42547,-138685,66.69,https://finance.naver.com/item/board.naver?code=214150
2022-04-29,98460,고영,13285,19350,18550,19350,18550,850,4.59,218980,64795,8326,62.41,https://finance.naver.com/item/board.naver?code=098460
2022-04-29,348370,엔켐,13266,87200,87100,88400,87000,600,0.69,45862,-1341,5141,2.13,https://finance.naver.com/item/board.naver?code=348370
2022-04-29,32500,케이엠더블유,13141,33000,32200,33000,32150,800,2.48,99281,25855,16981,3.59,https://finance.naver.com/item/board.naver?code=032500
2022-04-29,78600,대주전자재료,12926,83500,82400,84000,81700,1600,1.95,102701,-1845,-2730,11.04,https://finance.naver.com/item/board.naver?code=078600
2022-04-29,67160,아프리카TV,12644,110000,124300,124500,108600,14200,-11.43,744468,-46858,-182309,39.47,https://finance.naver.com/item/board.naver?code=067160
2022-04-29,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-29,166090,하나머티리얼즈,12444,63000,64800,65000,61900,800,-1.25,131256,-16314,12505,25.39,https://finance.naver.com/item/board.naver?code=166090
2022-04-29,78340,컴투스,12326,95800,95200,96800,94400,1300,1.38,110997,-1362,12479,10.13,https://finance.naver.com/item/board.naver?code=078340
2022-04-29,3380,하림지주,12265,10950,10800,11000,10750,100,0.92,406443,38822,71287,7.03,https://finance.naver.com/item/board.naver?code=003380
2022-04-29,298380,에이비엘바이오,12071,25350,24150,25400,23850,1250,5.19,391646,66303,27973,3.3,https://finance.naver.com/item/board.naver?code=298380
2022-04-29,195940,HK이노엔,11721,40550,40450,40700,40200,200,0.5,75112,7443,2685,2.6,https://finance.naver.com/item/board.naver?code=195940
2022-04-29,137400,피엔티,11484,50500,49050,50500,48650,1750,3.59,165950,21818,33023,8.02,https://finance.naver.com/item/board.naver?code=137400
2022-04-29,215200,메가스터디교육,11304,95300,94800,95500,93900,500,0.53,40783,8750,-4910,31.21,https://finance.naver.com/item/board.naver?code=215200
2022-04-29,48410,현대바이오,11206,28500,28950,29050,28450,450,-1.55,381809,34036,12006,3.62,https://finance.naver.com/item/board.naver?code=048410
2022-04-29,30190,NICE평가정보,11172,18400,18050,18400,18000,0,0.0,89123,12586,-11473,38.43,https://finance.naver.com/item/board.naver?code=030190
2022-04-29,36540,SFA반도체,10887,6620,6540,6640,6540,130,2.0,497530,35867,45988,5.08,https://finance.naver.com/item/board.naver?code=036540
2022-05-02,247540,에코프로비엠,112305,490000,472800,491300,470900,13600,2.85,262693,-8519,9281,10.21,https://finance.naver.com/item/board.naver?code=247540
2022-05-02,91990,셀트리온헬스케어,98829,62500,63400,63900,62400,1700,-2.65,395294,-101403,6366,15.32,https://finance.naver.com/item/board.naver?code=091990
2022-05-02,66970,엘앤에프,79404,221000,215000,222500,214700,1700,0.78,353806,6809,-27514,21.26,https://finance.naver.com/item/board.naver?code=066970
2022-05-02,293490,카카오게임즈,46378,59000,59500,60000,58500,1500,-2.48,637021,-168559,-73285,10.08,https://finance.naver.com/item/board.naver?code=293490
2022-05-02,263750,펄어비스,44898,67800,65900,70500,65800,400,-0.59,2442156,-158304,-47462,10.65,https://finance.naver.com/item/board.naver?code=263750
2022-05-02,68760,셀트리온제약,34071,90500,91000,91900,90500,1900,-2.06,53814,-13490,6041,7.37,https://finance.naver.com/item/board.naver?code=068760
2022-05-02,28300,HLB,32356,30350,30550,31000,30250,750,-2.41,363820,-107870,-12368,12.56,https://finance.naver.com/item/board.naver?code=028300
2022-05-02,35760,CJ ENM,27631,126000,125200,126700,125000,1800,-1.41,42290,-418,-1177,20.55,https://finance.naver.com/item/board.naver?code=035760
2022-05-02,278280,천보,27400,274000,275200,276600,271100,5500,-1.97,86995,-27546,-15083,7.35,https://finance.naver.com/item/board.naver?code=278280
2022-05-02,58470,리노공업,26613,174600,173500,176200,173500,2500,-1.41,32008,-1578,-3856,46.68,https://finance.naver.com/item/board.naver?code=058470
2022-05-02,112040,위메이드,26221,78100,75000,78900,74000,500,0.64,487204,-22675,127498,5.62,https://finance.naver.com/item/board.naver?code=112040
