date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-04-22,108320,LX세미콘,23356,143600,142600,144500,140400,700,-0.49,137637,-21931,843,34.8,https://finance.naver.com/item/board.naver?code=108320
2022-04-22,196170,알테오젠,23115,54200,54300,55600,52200,500,0.93,231804,-34751,-15629,12.18,https://finance.naver.com/item/board.naver?code=196170
2022-04-22,96530,씨젠,22196,42500,41350,42650,41350,450,1.07,306746,-53359,70631,16.91,https://finance.naver.com/item/board.naver?code=096530
2022-04-22,86520,에코프로,21077,86200,87000,87000,85000,1800,-2.05,409665,-60695,-48200,7.45,https://finance.naver.com/item/board.naver?code=086520
2022-04-22,5290,동진쎄미켐,20746,40350,39550,41000,39450,250,0.62,830845,40472,-3407,7.87,https://finance.naver.com/item/board.naver?code=005290
2022-04-22,35900,JYP Ent.,20447,57600,58500,58600,57400,1300,-2.21,418665,-99983,99582,28.43,https://finance.naver.com/item/board.naver?code=035900
2022-04-22,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260
2022-04-22,240810,원익IPS,19486,39700,40500,40500,39350,1150,-2.82,414283,-57265,-79588,19.75,https://finance.naver.com/item/board.naver?code=240810
2022-04-22,357780,솔브레인,18630,239500,239200,245000,235600,1800,-0.75,22469,1385,-2519,27.82,https://finance.naver.com/item/board.naver?code=357780
2022-04-22,237690,에스티팜,17868,95000,94800,95700,93600,1400,-1.45,61432,-19981,7948,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-22,222800,심텍,17106,53700,54700,54700,53500,1200,-2.19,479285,-73694,-26206,13.13,https://finance.naver.com/item/board.naver?code=222800
2022-04-22,25900,동화기업,16403,81200,81500,82200,80600,1300,-1.58,57162,-7474,-16209,42.94,https://finance.naver.com/item/board.naver?code=025900
2022-04-22,41510,에스엠,16380,68900,69800,70300,67700,1600,-2.27,511326,-144342,86780,16.76,https://finance.naver.com/item/board.naver?code=041510
2022-04-22,64760,티씨케이,15831,135600,128800,136500,127600,5500,4.23,99793,17277,-6447,67.87,https://finance.naver.com/item/board.naver?code=064760
2022-04-22,145020,휴젤,15705,126800,126500,128500,125000,200,-0.16,61097,4633,-13572,66.87,https://finance.naver.com/item/board.naver?code=145020
2022-04-22,67160,아프리카TV,15483,134700,135300,135600,129200,1200,-0.88,179894,-23916,24077,38.85,https://finance.naver.com/item/board.naver?code=067160
2022-04-22,225570,넥슨게임즈,15381,23400,22100,23800,21800,900,4.0,2831133,163588,-92877,0.9,https://finance.naver.com/item/board.naver?code=225570
2022-04-22,39030,이오테크닉스,14981,121600,120900,123800,119300,400,-0.33,82003,1763,6412,15.56,https://finance.naver.com/item/board.naver?code=039030
2022-04-22,34230,파라다이스,14824,16300,16550,16600,16250,350,-2.1,634324,-163802,-38243,4.65,https://finance.naver.com/item/board.naver?code=034230
2022-04-22,56190,에스에프에이,14220,39600,40050,40150,39400,800,-1.98,96278,-5978,-23686,14.55,https://finance.naver.com/item/board.naver?code=056190
2022-04-22,214150,클래시스,14089,21750,21500,21900,21500,100,0.46,282339,-55908,83920,66.12,https://finance.naver.com/item/board.naver?code=214150
2022-04-22,299900,위지윅스튜디오,13824,32350,32700,32850,31800,700,-2.12,168320,-7063,21312,6.41,https://finance.naver.com/item/board.naver?code=299900
2022-04-22,348370,엔켐,13585,89300,89000,90700,88800,600,-0.67,84283,-7849,2050,2.07,https://finance.naver.com/item/board.naver?code=348370
2022-04-22,78600,대주전자재료,13391,86500,88500,88500,85300,2300,-2.59,255833,-31510,-51609,11.32,https://finance.naver.com/item/board.naver?code=078600
2022-04-22,98460,고영,13113,19100,19450,19750,18850,650,-3.29,351896,-28746,-68861,62.74,https://finance.naver.com/item/board.naver?code=098460
2022-04-22,78340,컴투스,13047,101400,102000,102300,99600,2000,-1.93,133617,-16706,-5763,9.98,https://finance.naver.com/item/board.naver?code=078340
2022-04-22,166090,하나머티리얼즈,12800,64800,64000,66300,63600,0,0.0,152331,796,1856,24.99,https://finance.naver.com/item/board.naver?code=166090
2022-04-22,32500,케이엠더블유,12723,31950,31900,32250,31650,250,-0.78,102516,-33763,14015,3.48,https://finance.naver.com/item/board.naver?code=032500
2022-04-22,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-22,214370,케어젠,12279,114300,116100,118100,113400,3000,-2.56,33844,-3907,-2002,2.62,https://finance.naver.com/item/board.naver?code=214370
2022-04-22,3380,하림지주,12209,10900,10600,11000,10450,250,2.35,882836,71102,157939,7.15,https://finance.naver.com/item/board.naver?code=003380
2022-04-22,195940,HK이노엔,11894,41150,41450,41500,41050,600,-1.44,125831,-30728,19928,2.49,https://finance.naver.com/item/board.naver?code=195940
2022-04-22,215200,메가스터디교육,11518,97100,98400,99000,97100,3300,-3.29,81309,-3967,-12429,31.47,https://finance.naver.com/item/board.naver?code=215200
2022-04-22,298380,에이비엘바이오,11499,24150,24000,24350,23650,250,-1.02,338878,-61155,71919,3.01,https://finance.naver.com/item/board.naver?code=298380
2022-04-22,137400,피엔티,11268,49550,50100,50500,49350,950,-1.88,139022,-23940,-8374,8.19,https://finance.naver.com/item/board.naver?code=137400
2022-04-22,48410,현대바이오,11245,28600,29200,29450,28400,200,-0.69,598293,-43710,10231,3.54,https://finance.naver.com/item/board.naver?code=048410
2022-04-22,36930,주성엔지니어링,11170,23150,23300,23350,22550,500,-2.11,974821,-25644,-91486,13.43,https://finance.naver.com/item/board.naver?code=036930
2022-04-22,36540,SFA반도체,11101,6750,6740,6790,6670,100,-1.46,557972,-88538,-60153,5.17,https://finance.naver.com/item/board.naver?code=036540
2022-04-25,247540,에코프로비엠,104329,455200,468000,473700,455100,18500,-3.91,232282,-33592,-18596,10.43,https://finance.naver.com/item/board.naver?code=247540
2022-04-25,91990,셀트리온헬스케어,91239,57700,59100,59200,57500,2400,-3.99,618710,-84007,-142564,15.34,https://finance.naver.com/item/board.naver?code=091990
2022-04-25,66970,엘앤에프,80842,225000,239400,241200,225000,20700,-8.42,1007249,-108896,-213780,21.73,https://finance.naver.com/item/board.naver?code=066970
2022-04-25,263750,펄어비스,60659,91600,93700,96100,91000,2200,-2.35,1035956,-621,-252789,11.92,https://finance.naver.com/item/board.naver?code=263750
2022-04-25,293490,카카오게임즈,47703,60700,60600,62000,60500,1500,-2.41,542025,-128087,132518,10.17,https://finance.naver.com/item/board.naver?code=293490
2022-04-25,68760,셀트리온제약,31285,83100,85600,86000,83100,4300,-4.92,113561,-20958,-14432,7.4,https://finance.naver.com/item/board.naver?code=068760
2022-04-25,28300,HLB,31130,29200,28550,31000,28550,150,-0.51,965316,-66009,-225206,12.64,https://finance.naver.com/item/board.naver?code=028300
2022-04-25,278280,천보,27340,273400,272500,283500,271500,1900,-0.69,160973,-6954,-21093,7.71,https://finance.naver.com/item/board.naver?code=278280
2022-04-25,58470,리노공업,27177,178300,181000,182200,178200,3100,-1.71,44423,4184,-1439,47.29,https://finance.naver.com/item/board.naver?code=058470
2022-04-25,35760,CJ ENM,27170,123900,125200,125600,123600,2700,-2.13,64140,-19277,-2073,20.76,https://finance.naver.com/item/board.naver?code=035760
2022-04-25,112040,위메이드,26792,79800,80500,81900,79800,2300,-2.8,362446,-13642,42910,5.3,https://finance.naver.com/item/board.naver?code=112040
2022-04-25,253450,스튜디오드래곤,26202,87300,86200,88300,86000,300,-0.34,125427,-2804,1756,11.01,https://finance.naver.com/item/board.naver?code=253450
2022-04-25,108320,LX세미콘,23388,143800,141000,148700,140900,200,0.14,222431,-9201,-25265,34.78,https://finance.naver.com/item/board.naver?code=108320
2022-04-25,196170,알테오젠,22859,53600,53400,55000,53000,600,-1.11,121167,-8002,30859,12.13,https://finance.naver.com/item/board.naver?code=196170
2022-04-25,96530,씨젠,21256,40700,41650,41750,40000,1800,-4.24,427519,-4319,15964,17.03,https://finance.naver.com/item/board.naver?code=096530
2022-04-25,35900,JYP Ent.,20802,58600,57100,60000,56700,1000,1.74,657876,73427,-54849,28.71,https://finance.naver.com/item/board.naver?code=035900
2022-04-25,86520,에코프로,20441,83600,83900,85100,83400,2600,-3.02,304092,2324,47942,7.26,https://finance.naver.com/item/board.naver?code=086520
2022-04-25,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.74,https://finance.naver.com/item/board.naver?code=048260
2022-04-25,5290,동진쎄미켐,19486,37900,39450,39750,37900,2450,-6.07,1076827,398,64634,7.86,https://finance.naver.com/item/board.naver?code=005290
2022-04-25,240810,원익IPS,19020,38750,39050,39450,38700,950,-2.39,314043,-27871,-30030,19.56,https://finance.naver.com/item/board.naver?code=240810
2022-04-25,357780,솔브레인,18443,237100,235800,242000,232800,2400,-1.0,15232,4806,-1789,27.78,https://finance.naver.com/item/board.naver?code=357780
2022-04-25,237690,에스티팜,17379,92400,93000,93600,91400,2600,-2.74,88521,-8459,-19935,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-25,222800,심텍,16660,52300,52200,53200,52000,1400,-2.61,531206,-24212,46786,13.05,https://finance.naver.com/item/board.naver?code=222800
2022-04-25,41510,에스엠,16050,67500,67800,69500,67500,1400,-2.03,333603,-24506,-12881,17.12,https://finance.naver.com/item/board.naver?code=041510
2022-04-25,25900,동화기업,15939,78900,79100,79900,77400,2300,-2.83,90932,-3318,20890,42.85,https://finance.naver.com/item/board.naver?code=025900
2022-04-25,64760,티씨케이,15609,133700,135000,137500,132800,1900,-1.4,66209,10404,-12819,67.82,https://finance.naver.com/item/board.naver?code=064760
2022-04-25,225570,넥슨게임즈,15545,23650,22900,24500,22850,250,1.07,2248603,66806,2391,0.74,https://finance.naver.com/item/board.naver?code=225570
2022-04-25,145020,휴젤,15308,123600,124800,126800,123600,3200,-2.52,42694,-3564,-2859,66.76,https://finance.naver.com/item/board.naver?code=145020
2022-04-25,67160,아프리카TV,15001,130500,130500,133900,130200,4200,-3.12,72173,-19234,13265,39.3,https://finance.naver.com/item/board.naver?code=067160
2022-04-25,34230,파라다이스,14687,16150,16000,16250,15800,150,-0.92,641562,24959,1765,4.6,https://finance.naver.com/item/board.naver?code=034230
2022-04-25,39030,이오테크닉스,14451,117300,119100,120700,117000,4300,-3.54,83491,-2399,24012,15.62,https://finance.naver.com/item/board.naver?code=039030
2022-04-25,56190,에스에프에이,14040,39100,39100,39500,39050,500,-1.26,62506,12203,-1401,14.48,https://finance.naver.com/item/board.naver?code=056190
2022-04-25,214150,클래시스,13895,21450,21500,21750,21100,300,-1.38,334368,-24938,135596,66.24,https://finance.naver.com/item/board.naver?code=214150
2022-04-25,299900,위지윅스튜디오,13845,32400,31050,32950,31050,50,0.15,200415,210,29902,6.46,https://finance.naver.com/item/board.naver?code=299900
2022-04-25,348370,엔켐,13236,87000,87700,88500,86800,2300,-2.58,93564,-5289,-2082,2.09,https://finance.naver.com/item/board.naver?code=348370
2022-04-25,98460,고영,12976,18900,18600,19150,18550,200,-1.05,165954,12233,10235,62.64,https://finance.naver.com/item/board.naver?code=098460
2022-04-25,166090,하나머티리얼즈,12879,65200,63700,66400,62500,400,0.62,174236,-11494,-624,24.98,https://finance.naver.com/item/board.naver?code=166090
2022-04-25,78600,대주전자재료,12833,82900,83700,85000,82700,3600,-4.16,210981,-13312,-18578,11.09,https://finance.naver.com/item/board.naver?code=078600
2022-04-25,78340,컴투스,12686,98600,99200,100500,98600,2800,-2.76,125957,-6447,4933,9.85,https://finance.naver.com/item/board.naver?code=078340
2022-04-25,214370,케어젠,12462,116000,114800,119200,112400,1700,1.49,40219,-454,-1746,2.6,https://finance.naver.com/item/board.naver?code=214370
2022-04-25,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-25,32500,케이엠더블유,12384,31100,31500,31550,31050,850,-2.66,111750,-19000,14081,3.52,https://finance.naver.com/item/board.naver?code=032500
2022-04-25,3380,하림지주,11985,10700,10750,11150,10650,200,-1.83,1093562,-35428,-69063,7.31,https://finance.naver.com/item/board.naver?code=003380
2022-04-25,195940,HK이노엔,11547,39950,40650,40700,39900,1200,-2.92,167258,-33524,-14719,2.57,https://finance.naver.com/item/board.naver?code=195940
2022-04-25,215200,메가스터디교육,11399,96100,97100,97500,94800,1000,-1.03,68364,10375,-445,31.37,https://finance.naver.com/item/board.naver?code=215200
2022-04-25,53800,안랩,11206,111900,94000,118800,93900,16700,17.54,3151425,-23043,-40786,30.38,https://finance.naver.com/item/board.naver?code=053800
2022-04-25,298380,에이비엘바이오,11190,23500,23350,23900,23000,650,-2.69,444856,-43532,82598,3.13,https://finance.naver.com/item/board.naver?code=298380
2022-04-25,48410,현대바이오,11186,28450,28100,28800,28050,150,-0.52,364822,-6826,28766,3.57,https://finance.naver.com/item/board.naver?code=048410
2022-04-25,137400,피엔티,11052,48600,49000,49050,48200,950,-1.92,180070,1565,7712,8.15,https://finance.naver.com/item/board.naver?code=137400
2022-04-25,30190,NICE평가정보,10989,18100,18000,18250,17800,0,0.0,65928,-13008,8749,38.4,https://finance.naver.com/item/board.naver?code=030190
2022-04-26,247540,에코프로비엠,103298,450700,456000,467000,449200,4500,-0.99,157901,6524,-31178,10.33,https://finance.naver.com/item/board.naver?code=247540
2022-04-26,91990,셀트리온헬스케어,97090,61400,58300,61600,58100,3700,6.41,914692,167835,198516,15.27,https://finance.naver.com/item/board.naver?code=091990
2022-04-26,66970,엘앤에프,80339,223600,229000,230700,221000,1400,-0.62,401339,-14156,-11090,21.09,https://finance.naver.com/item/board.naver?code=066970
2022-04-26,263750,펄어비스,64897,98000,93700,98900,91300,6400,6.99,2866990,307619,-402771,11.59,https://finance.naver.com/item/board.naver?code=263750
2022-04-26,293490,카카오게임즈,48658,61900,61200,62800,61000,1200,1.98,504612,47738,-36441,10.36,https://finance.naver.com/item/board.naver?code=293490
2022-04-26,68760,셀트리온제약,33092,87900,83400,88500,83400,4800,5.78,144820,7965,52767,7.37,https://finance.naver.com/item/board.naver?code=068760
2022-04-26,28300,HLB,32090,30100,29900,30500,29400,900,3.08,460678,65813,66390,12.44,https://finance.naver.com/item/board.naver?code=028300
2022-04-26,58470,리노공업,27726,181900,178400,182500,176500,3600,2.02,51871,23587,-22888,47.28,https://finance.naver.com/item/board.naver?code=058470
2022-04-26,278280,천보,27650,276500,277200,283000,274000,3100,1.13,83619,1466,-13049,7.56,https://finance.naver.com/item/board.naver?code=278280
2022-04-26,35760,CJ ENM,27499,125400,124300,126200,124100,1500,1.21,55389,15042,-19429,20.75,https://finance.naver.com/item/board.naver?code=035760
2022-04-26,112040,위메이드,27194,81000,80700,83400,80300,1200,1.5,364625,14613,44765,5.44,https://finance.naver.com/item/board.naver?code=112040
2022-04-26,253450,스튜디오드래곤,26352,87800,87300,88000,86700,500,0.57,99360,-4136,5976,11.02,https://finance.naver.com/item/board.naver?code=253450
2022-04-26,196170,알테오젠,24053,56400,54800,57400,54500,2800,5.22,356561,59881,69181,12.2,https://finance.naver.com/item/board.naver?code=196170
2022-04-26,108320,LX세미콘,22689,139500,147000,147900,138600,4300,-2.99,531478,-28076,-189280,34.59,https://finance.naver.com/item/board.naver?code=108320
2022-04-26,35900,JYP Ent.,21298,60000,59500,60800,59000,1400,2.39,562733,85186,-54543,28.67,https://finance.naver.com/item/board.naver?code=035900
2022-04-26,96530,씨젠,21152,40500,40700,41300,40400,200,-0.49,362735,28047,-20387,17.06,https://finance.naver.com/item/board.naver?code=096530
2022-04-26,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.74,https://finance.naver.com/item/board.naver?code=048260
2022-04-26,86520,에코프로,20319,83100,83700,84800,82100,500,-0.6,258684,10061,35753,7.5,https://finance.naver.com/item/board.naver?code=086520
2022-04-26,5290,동진쎄미켐,19512,37950,38500,38650,37850,50,0.13,433246,42102,-92610,7.98,https://finance.naver.com/item/board.naver?code=005290
2022-04-26,240810,원익IPS,19388,39500,39150,39850,38900,750,1.94,290481,37462,-3840,19.49,https://finance.naver.com/item/board.naver?code=240810
2022-04-26,357780,솔브레인,18871,242600,237500,246700,237200,5500,2.32,24552,9500,-1802,27.77,https://finance.naver.com/item/board.naver?code=357780
2022-04-26,237690,에스티팜,18019,95800,92800,95800,92500,3400,3.68,47606,7224,7407,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-26,25900,동화기업,16626,82300,80300,82800,79500,3400,4.31,86062,24647,6793,42.95,https://finance.naver.com/item/board.naver?code=025900
2022-04-26,222800,심텍,16596,52100,52800,53100,52000,200,-0.38,361371,-37519,-87444,13.14,https://finance.naver.com/item/board.naver?code=222800
2022-04-26,64760,티씨케이,16427,140700,136300,145500,135500,7000,5.24,153978,35332,732,67.71,https://finance.naver.com/item/board.naver?code=064760
2022-04-26,41510,에스엠,16311,68600,68200,70400,68100,1100,1.63,368263,49884,-52597,17.07,https://finance.naver.com/item/board.naver?code=041510
2022-04-26,145020,휴젤,15606,126000,124900,128900,123700,2400,1.94,53133,3455,9136,66.74,https://finance.naver.com/item/board.naver?code=145020
2022-04-26,225570,넥슨게임즈,15512,23600,23650,24100,23400,50,-0.21,1011746,23659,24417,0.75,https://finance.naver.com/item/board.naver?code=225570
2022-04-26,67160,아프리카TV,14943,130000,131000,132800,129800,500,-0.38,70832,5046,-9993,39.42,https://finance.naver.com/item/board.naver?code=067160
2022-04-26,34230,파라다이스,14915,16400,16250,16550,16050,250,1.55,349599,78112,23355,4.61,https://finance.naver.com/item/board.naver?code=034230
2022-04-26,39030,이오테크닉스,14525,117900,117700,118700,116300,600,0.51,39610,12522,-3922,15.99,https://finance.naver.com/item/board.naver?code=039030
2022-04-26,56190,에스에프에이,14238,39650,39400,39650,39100,550,1.41,48842,13820,-5829,14.48,https://finance.naver.com/item/board.naver?code=056190
2022-04-26,299900,위지윅스튜디오,14038,32850,32750,33850,32750,450,1.39,143235,2258,14470,6.53,https://finance.naver.com/item/board.naver?code=299900
2022-04-26,214150,클래시스,13700,21150,21550,21650,21100,300,-1.4,256686,-36832,30944,66.45,https://finance.naver.com/item/board.naver?code=214150
2022-04-26,348370,엔켐,13677,89900,88000,90400,87500,2900,3.33,61447,14222,4983,2.07,https://finance.naver.com/item/board.naver?code=348370
2022-04-26,214370,케어젠,13525,125900,121500,127900,118500,9900,8.53,93893,2370,97,2.59,https://finance.naver.com/item/board.naver?code=214370
2022-04-26,98460,고영,13216,19250,18850,19350,18650,350,1.85,181532,70102,-58980,62.66,https://finance.naver.com/item/board.naver?code=098460
2022-04-26,166090,하나머티리얼즈,13076,66200,65400,66500,63700,1000,1.53,89629,25463,-13144,24.97,https://finance.naver.com/item/board.naver?code=166090
2022-04-26,78600,대주전자재료,12973,83800,83300,85300,82900,900,1.09,103761,13907,-8469,11.06,https://finance.naver.com/item/board.naver?code=078600
2022-04-26,32500,케이엠더블유,12723,31950,31300,32150,31050,850,2.73,77687,19171,22213,3.56,https://finance.naver.com/item/board.naver?code=032500
2022-04-26,78340,컴투스,12673,98500,98700,101000,98400,100,-0.1,123287,-11955,11764,9.99,https://finance.naver.com/item/board.naver?code=078340
2022-04-26,3380,하림지주,12489,11150,10750,11200,10700,450,4.21,833116,49216,169493,7.26,https://finance.naver.com/item/board.naver?code=003380
2022-04-26,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-26,298380,에이비엘바이오,11737,24650,24000,24750,23700,1150,4.89,363006,79215,-2322,3.31,https://finance.naver.com/item/board.naver?code=298380
2022-04-26,195940,HK이노엔,11591,40100,40050,40400,40000,150,0.38,79908,-788,-6441,2.53,https://finance.naver.com/item/board.naver?code=195940
2022-04-26,215200,메가스터디교육,11518,97100,96000,98900,95600,1000,1.04,43860,3137,-7380,31.35,https://finance.naver.com/item/board.naver?code=215200
2022-04-26,30190,NICE평가정보,11232,18500,18100,18500,17950,400,2.21,102219,-5163,180,38.41,https://finance.naver.com/item/board.naver?code=030190
2022-04-26,48410,현대바이오,11147,28350,28700,28850,28250,100,-0.35,359583,28147,-47713,3.65,https://finance.naver.com/item/board.naver?code=048410
2022-04-26,137400,피엔티,11018,48450,49100,49200,48400,150,-0.31,116676,17963,-29582,8.18,https://finance.naver.com/item/board.naver?code=137400
2022-04-26,376300,디어유,10945,49800,48350,50600,48100,1800,3.75,89413,-12330,8600,1.69,https://finance.naver.com/item/board.naver?code=376300
2022-04-27,247540,에코프로비엠,103092,449800,431000,450700,427500,900,-0.2,217085,-13356,5246,10.13,https://finance.naver.com/item/board.naver?code=247540
2022-04-27,91990,셀트리온헬스케어,97406,61600,59800,63200,59800,200,0.33,883401,-36754,25979,15.4,https://finance.naver.com/item/board.naver?code=091990
2022-04-27,66970,엘앤에프,79476,221200,212000,222900,209800,2400,-1.07,573628,-52547,44698,21.13,https://finance.naver.com/item/board.naver?code=066970
2022-04-27,263750,펄어비스,49136,74200,86000,89900,72700,23800,-24.29,6770531,-1235405,-527479,11.03,https://finance.naver.com/item/board.naver?code=263750
2022-04-27,293490,카카오게임즈,46692,59400,60000,60100,59000,2500,-4.04,924024,-160278,-138710,10.31,https://finance.naver.com/item/board.naver?code=293490
2022-04-27,68760,셀트리온제약,33657,89400,85500,91200,85500,1500,1.71,158091,20726,3935,7.5,https://finance.naver.com/item/board.naver?code=068760
2022-04-27,28300,HLB,31557,29600,29200,30300,29150,500,-1.66,403698,-52295,24385,12.51,https://finance.naver.com/item/board.naver?code=028300
2022-04-27,58470,리노공업,27025,177300,176600,179700,176600,4600,-2.53,48959,9742,-21181,47.12,https://finance.naver.com/item/board.naver?code=058470
2022-04-27,278280,천보,27000,270000,268000,273000,267000,6500,-2.35,102685,-7777,-14274,7.45,https://finance.naver.com/item/board.naver?code=278280
2022-04-27,35760,CJ ENM,26951,122900,122800,123600,121800,2500,-1.99,88082,-10274,-15471,20.67,https://finance.naver.com/item/board.naver?code=035760
2022-04-27,112040,위메이드,26221,78100,77600,80000,76900,2900,-3.58,575424,32386,43128,5.57,https://finance.naver.com/item/board.naver?code=112040
2022-04-27,253450,스튜디오드래곤,24942,83100,86000,86400,81600,4700,-5.35,355592,-59386,-21999,11.03,https://finance.naver.com/item/board.naver?code=253450
2022-04-27,196170,알테오젠,23925,56100,55400,57300,55000,300,-0.53,239846,14689,-24141,12.38,https://finance.naver.com/item/board.naver?code=196170
2022-04-27,108320,LX세미콘,21957,135000,135500,139500,134500,4500,-3.23,319316,-29652,47439,33.24,https://finance.naver.com/item/board.naver?code=108320
2022-04-27,35900,JYP Ent.,21405,60300,58500,61100,58400,300,0.5,568529,21670,50422,28.56,https://finance.naver.com/item/board.naver?code=035900
2022-04-27,96530,씨젠,20525,39300,39100,40650,39050,1200,-2.96,407812,31193,1028,17.02,https://finance.naver.com/item/board.naver?code=096530
2022-04-27,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.74,https://finance.naver.com/item/board.naver?code=048260
2022-04-27,86520,에코프로,19805,81000,79900,82200,79300,2100,-2.53,354362,-9348,59258,7.67,https://finance.naver.com/item/board.naver?code=086520
2022-04-27,5290,동진쎄미켐,19486,37900,36750,37900,36700,50,-0.13,558873,-86779,43921,7.83,https://finance.naver.com/item/board.naver?code=005290
2022-04-27,240810,원익IPS,19069,38850,38300,39350,38300,650,-1.65,318567,6145,-38770,19.49,https://finance.naver.com/item/board.naver?code=240810
2022-04-27,357780,솔브레인,18770,241300,232100,243400,232100,1300,-0.54,18702,6492,-3784,27.71,https://finance.naver.com/item/board.naver?code=357780
2022-04-27,237690,에스티팜,17774,94500,91600,94500,91600,1300,-1.36,61325,-23569,1727,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-27,25900,동화기업,16525,81800,80000,82700,79000,500,-0.61,70754,11818,-13113,42.98,https://finance.naver.com/item/board.naver?code=025900
2022-04-27,222800,심텍,16373,51400,50400,52300,50000,700,-1.34,521479,-47539,-44813,12.87,https://finance.naver.com/item/board.naver?code=222800
2022-04-27,41510,에스엠,16359,68800,66700,69200,65700,200,0.29,403080,-1798,-5521,16.85,https://finance.naver.com/item/board.naver?code=041510
2022-04-27,64760,티씨케이,16322,139800,137500,140400,136100,900,-0.64,92821,7744,-15421,67.73,https://finance.naver.com/item/board.naver?code=064760
2022-04-27,225570,넥슨게임즈,15939,24250,22750,24800,22550,650,2.75,1661104,71155,13061,0.78,https://finance.naver.com/item/board.naver?code=225570
2022-04-27,145020,휴젤,15147,122300,123300,124500,121800,3700,-2.94,43812,-1981,-4340,66.82,https://finance.naver.com/item/board.naver?code=145020
2022-04-27,34230,파라다이스,14733,16200,15950,16350,15950,200,-1.22,302975,10710,33915,4.67,https://finance.naver.com/item/board.naver?code=034230
2022-04-27,67160,아프리카TV,14242,123900,125800,126500,122300,6100,-4.69,196583,-49846,27247,39.32,https://finance.naver.com/item/board.naver?code=067160
2022-04-27,56190,에스에프에이,14040,39100,39200,39450,38700,550,-1.39,73178,11068,-31568,14.4,https://finance.naver.com/item/board.naver?code=056190
2022-04-27,39030,이오테크닉스,13859,112500,115200,115500,111900,5400,-4.58,100155,-48319,22263,15.95,https://finance.naver.com/item/board.naver?code=039030
2022-04-27,299900,위지윅스튜디오,13802,32300,31700,32350,31700,550,-1.67,153677,-20585,3088,6.57,https://finance.naver.com/item/board.naver?code=299900
2022-04-27,214370,케어젠,13611,126700,121600,129700,117600,800,0.64,82767,-2384,-2794,2.59,https://finance.naver.com/item/board.naver?code=214370
2022-04-27,214150,클래시스,13312,20550,20650,20700,19950,600,-2.84,551368,-126130,121459,66.5,https://finance.naver.com/item/board.naver?code=214150
2022-04-27,348370,엔켐,13236,87000,86600,88600,86000,2900,-3.23,72064,-8823,2219,2.11,https://finance.naver.com/item/board.naver?code=348370
2022-04-27,78600,대주전자재료,12849,83000,80200,83200,80200,800,-0.95,134361,-13480,19421,11.02,https://finance.naver.com/item/board.naver?code=078600
2022-04-27,166090,하나머티리얼즈,12800,64800,64600,66300,63800,1400,-2.11,108725,-3923,24146,24.91,https://finance.naver.com/item/board.naver?code=166090
2022-04-27,32500,케이엠더블유,12782,32100,31100,32300,31100,150,0.47,85667,9163,5790,3.55,https://finance.naver.com/item/board.naver?code=032500
2022-04-27,98460,고영,12770,18600,18600,18900,18450,650,-3.38,148022,-10332,-27272,62.57,https://finance.naver.com/item/board.naver?code=098460
2022-04-27,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-27,78340,컴투스,12146,94400,95000,96200,93400,4100,-4.16,220638,-30526,6151,10.13,https://finance.naver.com/item/board.naver?code=078340
2022-04-27,3380,하림지주,11985,10700,11350,11800,10500,450,-4.04,3620410,127017,-632356,7.39,https://finance.naver.com/item/board.naver?code=003380
2022-04-27,298380,에이비엘바이오,11690,24550,23550,25050,23550,100,-0.41,308390,42872,31237,3.29,https://finance.naver.com/item/board.naver?code=298380
2022-04-27,48410,현대바이오,11638,29600,28000,30750,27900,1250,4.41,1363688,2470,47962,3.53,https://finance.naver.com/item/board.naver?code=048410
2022-04-27,195940,HK이노엔,11490,39750,39200,39900,39100,350,-0.87,89747,-5850,17046,2.51,https://finance.naver.com/item/board.naver?code=195940
2022-04-27,215200,메가스터디교육,11269,95000,94700,95900,94500,2100,-2.16,39841,267,-3011,31.29,https://finance.naver.com/item/board.naver?code=215200
2022-04-27,137400,피엔티,11086,48750,47250,48750,46700,300,0.62,161853,-8659,16165,8.05,https://finance.naver.com/item/board.naver?code=137400
2022-04-27,376300,디어유,11033,50200,48800,51300,48450,400,0.8,86502,-17711,7117,1.73,https://finance.naver.com/item/board.naver?code=376300
